"","recordID","month","day","year","period","plot","note1","stake","species","sex","reprod","age","testes","vagina","pregnant","nipples","lactation","hfl","wgt","tag","note2","ltag","note3","prevrt","prevlet","nestdir","neststk","note4","note5","treatment","resourcetreatment","anttreatment","Month"
"188",7157,1,12,1983,64,19,NA,24,"RM","F","","","","S","","","",16,8,"8510","","0","","0","0","",NA,"","","exclosure","none","none","Jan"
"189",7166,1,12,1983,64,24,NA,27,"RM","F","","","","S","","","",17,9,"8514","","0","","0","0","",NA,"","","spectabs","none","none","Jan"
"190",7193,1,12,1983,64,20,NA,46,"RM","F","","","","S","","","",16,8,"7502","","0","","0","0","",NA,"","","control","mixed_seeds","none","Jan"
"191",7213,1,12,1983,64,19,NA,66,"RM","F","","","","S","","","",15,12,"8600","","0","","0","0","",NA,"","","exclosure","none","none","Jan"
"192",7214,1,12,1983,64,24,NA,66,"RM","F","","","","S","","","",17,8,"8513","","0","","0","0","",NA,"","","spectabs","none","none","Jan"
"193",7324,2,26,1983,65,12,NA,22,"RM","F","","","","S","","","",17,8,"7500","","0","","0","0","",NA,"","","control","none","rugosus","Feb"
"194",7336,2,26,1983,65,18,NA,33,"RM","F","","","","S","","","",16,9,"7504","","0","","0","0","",NA,"","","control","mixed_pulse","none","Feb"
"195",7364,2,26,1983,65,17,NA,76,"RM","F","","","","","P","","",16,10,"7510","","0","","0","0","",NA,"","","control","none","all_ants","Feb"
"196",7387,2,27,1983,65,16,NA,22,"RM","F","","","","","P","","",16,12,"0","","0","","0","0","",NA,"","R","removal","none","none","Feb"
"197",7389,2,27,1983,65,21,NA,24,"RM","F","","","","S","","","",15,8,"8603","","0","","0","0","",NA,"","","exclosure","none","rugosus","Feb"
"198",7440,2,27,1983,65,2,NA,71,"PE","F","","","","S","","","",19,23,"3848","","0","","0","0","",NA,"","","control","small_seeds","none","Feb"
"199",7461,3,14,1983,66,19,NA,11,"RM","F","","","","","P","","",15,8,"8510","","0","","0","0","",NA,"","","exclosure","none","none","Mar"
"200",7471,3,14,1983,66,12,NA,17,"RM","F","","","","S","","","",16,9,"7500","","0","","0","0","",NA,"","","control","none","rugosus","Mar"
"201",7472,3,14,1983,66,17,NA,17,"RM","F","","","","S","","","",17,10,"8502","","0","","0","0","",NA,"","","control","none","all_ants","Mar"
"202",7480,3,14,1983,66,24,NA,24,"RM","F","","","","S","","","",16,9,"8700","","0","","0","0","",NA,"","","spectabs","none","none","Mar"
"203",7482,3,14,1983,66,18,NA,24,"RM","F","","","","S","","","",17,9,"504","","0","","0","0","",NA,"","","control","mixed_pulse","none","Mar"
"204",7496,3,14,1983,66,24,NA,41,"PE","F","","","","","P","","",18,20,"3170","","0","","0","0","",NA,"","","spectabs","none","none","Mar"
"205",7504,3,14,1983,66,24,NA,45,"RM","F","","","","S","","","",15,7,"7513","","0","","0","0","",NA,"","","spectabs","none","none","Mar"
"206",7514,3,14,1983,66,21,NA,57,"RM","F","","","","S","","","",15,8,"8613","","0","","0","0","",NA,"","","exclosure","none","rugosus","Mar"
"207",7526,3,14,1983,66,20,NA,72,"RM","F","","","","S","","","",16,8,"8502","","0","","0","0","",NA,"","","control","mixed_seeds","none","Mar"
"208",7569,3,15,1983,66,5,NA,27,"RM","F","","","","","P","","",15,11,"7504","","0","","0","0","",NA,"","","spectabs","none","none","Mar"
"209",7591,3,15,1983,66,8,NA,44,"PF","F","","","","S","","","",16,6,"7610","","0","","0","0","",NA,"","","control","none","rugosus","Mar"
"210",7632,3,15,1983,66,15,NA,75,"RM","F","","","","","P","","",16,9,"8703","","0","","0","0","",NA,"","","exclosure","none","rugosus","Mar"
"211",7647,4,16,1983,67,21,NA,21,"RM","F","","","","","","","L",17,12,"7510","","0","","0","0","",NA,"","","exclosure","none","rugosus","Apr"
"212",7670,4,16,1983,67,22,NA,34,"RM","F","","","","","P","","",17,10,"-1","","0","","0","0","",NA,"","","control","small_seeds","none","Apr"
"213",7671,4,16,1983,67,16,1,35,"RM","F","","","","","P","","",18,NA,"8703","","0","","0","0","",NA,"","R","removal","none","none","Apr"
"214",7686,4,16,1983,67,24,NA,51,"RM","F","","","","","P","","",17,12,"8514","","0","","0","0","",NA,"","","spectabs","none","none","Apr"
"215",7690,4,16,1983,67,19,NA,56,"RM","F","","","","","P","","",16,13,"8703","","0","","0","0","",NA,"","","exclosure","none","none","Apr"
"216",7712,4,16,1983,67,17,NA,77,"PE","F","","","","","P","","",19,18,"5047","","0","","0","0","",NA,"","","control","none","all_ants","Apr"
"217",7722,4,17,1983,67,7,NA,17,"RM","F","","","","","","","L",17,14,"7504","","0","","0","0","",NA,"","R","removal","none","none","Apr"
"218",7748,4,17,1983,67,4,NA,44,"PF","F","","","","S","","","",16,7,"5041","","0","","0","0","",NA,"","","control","none","all_ants","Apr"
"219",7761,4,17,1983,67,2,NA,53,"RM","F","","","","","","B","",19,10,"8703","","0","","0","0","",NA,"","","control","small_seeds","none","Apr"
"220",7775,4,17,1983,67,7,NA,64,"RM","F","","","","","","","L",17,11,"0","","0","","0","0","",NA,"","R","removal","none","none","Apr"
"221",7789,4,17,1983,67,3,NA,76,"PF","F","","","","S","","","",16,6,"8513","","0","","0","0","",NA,"","","exclosure","none","none","Apr"
"222",7800,5,14,1983,68,19,NA,14,"PF","F","","","","S","","","",17,6,"141","","0","","0","0","",NA,"","","exclosure","none","none","May"
"223",7804,5,14,1983,68,21,NA,16,"RM","F","","","","","P","","",15,13,"8613","","0","","0","0","",NA,"","","exclosure","none","rugosus","May"
"224",7824,5,14,1983,68,23,NA,31,"RM","F","","","","","P","","",15,14,"0","","0","","0","0","",NA,"","R","removal","none","all_ants","May"
"225",7828,5,14,1983,68,20,NA,33,"PE","F","","","","","P","","",21,30,"5047","","0","","0","0","",NA,"","","control","mixed_seeds","none","May"
"226",7835,5,14,1983,68,24,NA,36,"PM","F","","","","","P","","",20,35,"5078","","0","","0","0","",NA,"","","spectabs","none","none","May"
"227",7844,5,14,1983,68,24,NA,46,"RM","F","","","","S","","","",20,9,"8714","","0","","0","0","",NA,"","","spectabs","none","none","May"
"228",7847,5,14,1983,68,16,NA,51,"RM","F","","","","","P","","",17,14,"7510","","0","","0","0","",NA,"","R","removal","none","none","May"
"229",7862,5,14,1983,68,18,NA,64,"RM","F","","","","","P","","",17,15,"8502","","0","","0","0","",NA,"","","control","mixed_pulse","none","May"
"230",7867,5,14,1983,68,20,NA,67,"PE","F","","","","","P","","",21,31,"5009","","0","","0","0","",NA,"","","control","mixed_seeds","none","May"
"231",7868,5,14,1983,68,23,NA,71,"RM","F","","","","","P","","",16,14,"8504","","0","","0","0","",NA,"","R","removal","none","all_ants","May"
"232",7876,5,14,1983,68,24,NA,77,"PE","F","","","","","P","","L",20,24,"3170","","0","","0","0","",NA,"","","spectabs","none","none","May"
"233",7878,5,14,1983,68,21,NA,77,"PF","F","","","","S","","","",17,7,"8710","","0","","0","0","",NA,"","","exclosure","none","rugosus","May"
"234",7879,5,15,1983,68,6,NA,11,"PF","F","","","","","P","","",16,10,"5101","","0","","0","0","",NA,"","","control","large_seeds","none","May"
"235",7909,5,15,1983,68,3,NA,52,"PF","F","","","","S","","","",15,8,"8510","","0","","0","0","",NA,"","","exclosure","none","none","May"
"236",7910,5,15,1983,68,6,NA,52,"PP","F","","","","","P","","",21,19,"11","","0","","0","0","",NA,"","","control","large_seeds","none","May"
"237",7924,5,15,1983,68,1,NA,71,"RM","F","","","","","P","","",17,13,"7510","","0","","0","0","",NA,"","","control","mixed_pulse","none","May"
"238",7983,6,17,1983,69,19,NA,73,"RM","F","","","","","P","","",16,15,"7504","","0","","0","0","",NA,"","","exclosure","none","none","Jun"
"239",8020,6,18,1983,69,9,NA,46,"PP","F","","","","S","","","",21,18,"6002","","0","","0","0","",NA,"","","control","mixed_seeds","none","Jun"
"240",8025,6,18,1983,69,3,NA,51,"PF","F","","","","S","","","",16,7,"42","","0","","0","0","",NA,"","","exclosure","none","none","Jun"
"241",8128,7,17,1983,70,3,NA,35,"PF","F","","","","S","","","",16,7,"7042","","0","","0","0","",NA,"","","exclosure","none","none","Jul"
"242",8187,8,15,1983,71,24,NA,47,"PM","F","","","","S","","","",19,22,"5078","","0","","0","0","",NA,"","","spectabs","none","none","Aug"
"243",8226,8,16,1983,71,11,NA,22,"PF","F","","","","P","","","",16,7,"6042","","0","","0","0","",NA,"","","control","none","none","Aug"
"244",8227,8,16,1983,71,7,NA,22,"RM","F","","","","S","","","",16,14,"0","","0","","0","0","",NA,"","R","removal","none","none","Aug"
"245",8310,9,10,1983,72,23,NA,52,"RM","F","","","","","P","","",16,13,"0","","0","","0","0","",NA,"","R","removal","none","all_ants","Sept"
"246",8368,9,11,1983,72,7,NA,35,"RM","F","","","","","P","","",17,13,"0","","0","","0","0","",NA,"","R","removal","none","none","Sept"
"247",8465,10,15,1983,73,19,NA,66,"PE","F","","","","S","","","",20,17,"5358","","0","","0","0","",NA,"","","exclosure","none","none","Oct"
"248",8574,11,12,1983,74,21,NA,24,"RM","F","","","","S","","","",15,9,"7604","","0","","0","0","",NA,"","","exclosure","none","rugosus","Nov"
"249",8610,11,12,1983,74,23,NA,63,"RM","F","","","","S","","","",16,11,"7611","","0","","0","0","",NA,"","R","removal","none","all_ants","Nov"
"250",8698,12,8,1983,75,24,NA,17,"PE","F","","","","S","","","",19,17,"3170","","0","","0","0","",NA,"","","spectabs","none","none","Dec"
"251",8705,12,8,1983,75,12,NA,24,"RM","F","","","","S","","","",15,7,"7612","","0","","0","0","",NA,"","","control","none","rugosus","Dec"
"252",8796,12,9,1983,75,6,NA,65,"PE","F","","","","S","","","",20,21,"3170","","0","","0","0","",NA,"","","control","large_seeds","none","Dec"
"253",8803,12,9,1983,75,3,NA,73,"RM","F","","","","S","","","",16,11,"7614","*","0","","0","0","",NA,"","","exclosure","none","none","Dec"
"254",8828,2,4,1984,76,21,NA,34,"PM","F","","","","","P","","",21,27,"5488","","0","","0","0","",NA,"","","exclosure","none","rugosus","Feb"
"255",8922,3,12,1984,77,24,NA,34,"RM","F","","","","S","","","",16,11,"6502","","0","","0","0","",NA,"","","spectabs","none","none","Mar"
"256",8934,3,12,1984,77,19,NA,46,"PM","F","","","","S","","","",20,24,"5835","","0","","0","0","",NA,"","","exclosure","none","none","Mar"
"257",8968,3,13,1984,77,9,NA,56,"PP","F","","","","S","","","",21,11,"8101","","0","","0","0","",NA,"","","control","mixed_seeds","none","Mar"
"258",8987,4,9,1984,78,12,NA,13,"PM","F","","","","","P","","",20,24,"5835","","0","","0","0","",NA,"","","control","none","rugosus","Apr"
"259",8989,4,9,1984,78,24,NA,17,"RM","F","","","","","P","","",16,14,"6502","","0","","0","0","",NA,"","","spectabs","none","none","Apr"
"260",9083,5,12,1984,-78,22,6,42,"PE","F","","","","","P","","",19,26,"5009","","0","","0","0","",NA,"","","control","small_seeds","none","May"
"261",9159,5,13,1984,-78,2,6,47,"RM","F","","","","","","E","",16,14,"7601","","0","","0","0","",NA,"","","control","small_seeds","none","May"
"262",9249,5,28,1984,79,3,NA,21,"PP","F","","","","","P","","",22,23,"6021","","0","","0","0","",NA,"","","exclosure","none","none","May"
"263",9272,5,28,1984,79,5,NA,61,"RM","F","","","","","P","","",18,16,"7604","","0","","0","0","",NA,"","","spectabs","none","none","May"
"264",9285,5,28,1984,79,6,NA,77,"PE","F","","","","","","E","",19,26,"5673","","0","","0","0","",NA,"","","control","large_seeds","none","May"
"265",9303,7,3,1984,80,24,NA,37,"PE","F","","","","S","","E","",21,24,"5384","","0","","0","0","",NA,"","","spectabs","none","none","Jul"
"266",9312,7,3,1984,80,19,NA,61,"RM","F","","","","","","E","",18,11,"7611","","0","","0","0","",NA,"","","exclosure","none","none","Jul"
"267",9339,7,4,1984,80,7,NA,31,"RM","F","","","","","","E","",12,13,"0","","0","","0","0","",NA,"","R","removal","none","none","Jul"
"268",9357,7,4,1984,80,3,NA,65,"PP","F","","","","","","E","",22,14,"8103","","0","","0","0","",NA,"","","exclosure","none","none","Jul"
"269",9369,7,4,1984,80,6,NA,77,"PE","F","","","","","","E","",20,26,"5673","","0","","0","0","",NA,"","","control","large_seeds","none","Jul"
"270",9371,7,31,1984,81,18,NA,11,"RM","F","","","","","","E","",18,12,"7041","","0","","0","0","",NA,"","","control","mixed_pulse","none","Jul"
"271",9374,7,31,1984,81,19,NA,14,"RM","F","","","","","","E","",NA,14,"7611","","0","","0","0","",NA,"","","exclosure","none","none","Jul"
"272",9410,7,31,1984,81,6,NA,77,"PE","F","","","","","","E","",20,25,"5673","","0","","0","0","",NA,"","","control","large_seeds","none","Jul"
"273",9418,8,1,1984,81,9,NA,15,"PP","F","","","","","","E","",22,16,"8101","","0","","0","0","",NA,"","","control","mixed_seeds","none","Aug"
"274",9434,8,1,1984,81,7,NA,43,"RM","F","","","","","","E","",16,11,"0","","0","","0","0","",NA,"","","removal","none","none","Aug"
"275",9439,8,1,1984,81,15,NA,56,"PE","F","","","","S","","","",20,15,"5433","","0","","0","0","",NA,"","","exclosure","none","rugosus","Aug"
"276",9443,8,1,1984,81,3,NA,61,"PP","F","","","","","","E","",23,17,"6021","","0","","0","0","",NA,"","","exclosure","none","none","Aug"
"277",9465,8,25,1984,82,18,NA,25,"RM","F","","","","","","B","",17,15,"7611","","0","","0","0","",NA,"","","control","mixed_pulse","none","Aug"
"278",9469,8,25,1984,82,24,NA,37,"PE","F","","","","","","E","",NA,24,"5384","","0","","0","0","",NA,"","","spectabs","none","none","Aug"
"279",9483,8,25,1984,82,18,NA,71,"RM","F","","","","","","E","",18,14,"7041","","0","","0","0","",NA,"","","control","mixed_pulse","none","Aug"
"280",9536,9,29,1984,83,23,NA,43,"RM","F","","","","","","E","",17,16,"7041","","0","","0","0","",NA,"","R","removal","none","all_ants","Sept"
"281",9551,9,29,1984,83,19,NA,71,"RM","F","","","","","","E","",12,15,"7611","","0","","0","0","",NA,"","","exclosure","none","none","Sept"
"282",9627,10,20,1984,84,23,NA,22,"RM","F","","","","","","E","L",17,12,"7611","","0","","0","0","",NA,"","R","removal","none","all_ants","Oct"
"283",9648,10,20,1984,84,12,NA,47,"RM","F","","","","","P","","",19,20,"6041","","0","","0","0","",NA,"","","control","none","rugosus","Oct"
"284",9883,1,20,1985,86,3,NA,32,"PE","F","","","","","P","","",20,20,"5592","","0","","0","0","",NA,"","","exclosure","none","none","Jan"
"285",9964,2,16,1985,87,20,1,61,"PE","F","","","","P","","","",NA,NA,"0","","0","","0","0","",NA,"","","control","mixed_seeds","none","Feb"
"286",9975,2,16,1985,87,6,NA,76,"PE","F","","","","S","","","",20,23,"5701","","0","","0","0","",NA,"","","control","large_seeds","none","Feb"
"287",10018,2,17,1985,87,2,NA,61,"PE","F","","","","","","E","",20,18,"5592","","0","","0","0","",NA,"","","control","small_seeds","none","Feb"
"288",10019,2,17,1985,87,7,NA,62,"RM","F","","","","","","E","",17,11,"7611","","0","","0","0","",NA,"","R","removal","none","none","Feb"
"289",10025,2,17,1985,87,10,NA,71,"RM","F","","","","","","E","",16,7,"0","","0","","0","0","",NA,"","R","removal","none","all_ants","Feb"
"290",10053,3,16,1985,88,19,NA,36,"PM","F","","","","","","E","",19,14,"5903","","0","","0","0","",NA,"","","exclosure","none","none","Mar"
"291",10075,3,16,1985,88,18,NA,71,"PM","F","","","","","P","","",20,21,"5902","","0","","0","0","",NA,"","","control","mixed_pulse","none","Mar"
"292",10087,3,17,1985,88,3,NA,12,"PE","F","","","","","P","","",20,26,"5592","","0","","0","0","",NA,"","","exclosure","none","none","Mar"
"293",10133,3,17,1985,88,7,NA,76,"RM","F","","","","","","E","",16,9,"7611","","0","","0","0","",NA,"","R","removal","none","none","Mar"
"294",10220,4,20,1985,-88,21,6,66,"PM","F","","","","","P","","L",21,27,"5748","","0","","0","0","",NA,"","","exclosure","none","rugosus","Apr"
"295",10267,4,21,1985,-88,7,6,13,"RM","F","","","","","","","L",17,12,"0","","0","","0","0","",NA,"","R","removal","none","none","Apr"
"296",10283,4,21,1985,-88,15,6,23,"PM","F","","","","","P","E","",20,19,"6049","","0","","0","0","",NA,"","","exclosure","none","rugosus","Apr"
"297",10334,4,21,1985,-88,10,6,54,"RM","F","","","","","","E","",16,7,"0","","0","","0","0","",NA,"","R","removal","none","all_ants","Apr"
"298",10364,4,21,1985,-88,11,6,76,"PE","F","","","","","P","","L",20,27,"5701","","0","","0","0","",NA,"","","control","none","none","Apr"
"299",10419,5,24,1985,89,3,NA,17,"RM","F","","","","","","E","",14,5,"42","","0","","0","0","",NA,"","","exclosure","none","none","May"
"300",10422,5,24,1985,89,10,NA,21,"RM","F","","","","","P","E","",17,11,"0","","0","","0","0","",NA,"","R","removal","none","all_ants","May"
"301",10433,5,24,1985,89,3,NA,51,"PP","F","","","","","","E","",22,14,"6021","","0","","0","0","",NA,"","","exclosure","none","none","May"
"302",10442,5,24,1985,89,5,NA,66,"PP","F","","","","","P","","",20,17,"5101","","0","","0","0","",NA,"","","spectabs","none","none","May"
"303",10448,5,24,1985,89,7,NA,75,"RM","F","","","","","P","E","",18,12,"7611","","0","","0","0","",NA,"","R","removal","none","none","May"
"304",10452,6,15,1985,90,22,NA,15,"PE","F","","","","","P","E","",19,28,"5701","","0","","0","0","",NA,"","","control","small_seeds","none","Jun"
"305",10505,6,16,1985,90,10,NA,31,"RM","F","","","","","","E","",16,12,"0","","0","","0","0","",NA,"","R","removal","none","all_ants","Jun"
"306",10510,6,16,1985,90,3,NA,34,"PP","F","","","","","","E","",22,19,"6021","","0","","0","0","",NA,"","","exclosure","none","none","Jun"
"307",10511,6,16,1985,90,7,NA,34,"RM","F","","","","","","E","",18,14,"7611","","0","","0","0","",NA,"","","removal","none","none","Jun"
"308",10546,7,23,1985,91,19,NA,31,"PM","F","","","","","","E","",21,24,"6206","","0","","0","0","",NA,"","","exclosure","none","none","Jul"
"309",10587,7,24,1985,91,11,NA,17,"PE","F","","","","","P","E","",20,23,"5701","","0","","0","0","",NA,"","","control","none","none","Jul"
"310",10591,7,24,1985,91,3,NA,25,"PP","F","","","","","","E","",21,15,"6021","","0","","0","0","",NA,"","","exclosure","none","none","Jul"
"311",10641,8,19,1985,92,23,NA,23,"RM","F","","","","","","E","",17,14,"7042","","0","","0","0","",NA,"","R","removal","none","all_ants","Aug"
"312",10647,8,19,1985,92,22,NA,33,"PP","F","","","","","","E","",22,16,"5104","","0","","0","0","",NA,"","","control","summer_annuals","none","Aug"
"313",10689,8,20,1985,92,5,NA,26,"PP","F","","","","","","B","",22,18,"5101","","0","","0","0","",NA,"","","spectabs","none","none","Aug"
"314",10734,9,21,1985,93,22,NA,14,"PP","F","","","","","","E","",21,16,"5104","","0","","0","0","",NA,"","","control","summer_annuals","none","Sept"
"315",10800,9,22,1985,93,7,NA,37,"PE","F","","","","S","P","E","",19,28,"6308","","0","","0","0","",NA,"","R","removal","none","none","Sept"
"316",10809,9,22,1985,93,11,NA,47,"PE","F","","","","","P","","",20,38,"5704","","0","","0","0","",NA,"","","control","none","none","Sept"
"317",10841,10,12,1985,94,24,NA,15,"PE","F","","","","","P","E","",21,24,"6353","","0","","0","0","",NA,"","","spectabs","none","none","Oct"
"318",10890,10,13,1985,94,10,NA,12,"RM","F","","","","","","E","",16,13,"6335","","0","","0","0","",NA,"","R","removal","none","all_ants","Oct"
"319",10926,10,13,1985,94,7,NA,47,"PE","F","","","","","","E","",19,25,"6308","","0","","0","0","",NA,"","","removal","none","none","Oct"
"320",11060,11,17,1985,95,11,NA,51,"RM","F","","","","","","E","",16,9,"6715","","6715","","0","0","",NA,"","","control","none","none","Nov"
"321",11065,11,17,1985,95,3,NA,54,"RM","F","","","","","P","","",16,11,"6740","","0","","0","0","",NA,"","","exclosure","none","none","Nov"
