"","month","year","treatment","reproductive","abundance","proportion","sex","species"
"1975",3,1996,"exclosure",0,1,0,"female","DM"
"1976",3,1998,"control",0,16,0,"female","DM"
"1977",3,1998,"exclosure",0,1,0,"female","DM"
"1978",3,2002,"control",0,12,0,"female","DM"
"1979",3,2002,"exclosure",0,1,0,"female","DM"
"1980",3,2003,"exclosure",0,4,0,"female","DM"
"1981",3,2004,"exclosure",0,1,0,"female","DM"
"1982",3,2008,"control",0,17,0,"female","DM"
"1983",3,2008,"exclosure",0,1,0,"female","DM"
"1984",3,2009,"exclosure",0,1,0,"female","DM"
"1985",3,2010,"exclosure",0,2,0,"female","DM"
"1986",3,2011,"control",0,8,0,"female","DM"
"1987",3,2013,"exclosure",0,1,0,"female","DM"
"1988",4,1990,"control",0,1,0,"female","DM"
"1989",4,1991,"control",0,3,0,"female","DM"
"1990",4,1991,"exclosure",0,1,0,"female","DM"
"1991",4,1999,"exclosure",0,2,0,"female","DM"
"1992",4,2004,"exclosure",0,3,0,"female","DM"
"1993",4,2006,"exclosure",0,1,0,"female","DM"
"1994",4,2008,"control",0,16,0,"female","DM"
"1995",4,2008,"exclosure",0,2,0,"female","DM"
"1996",4,2009,"control",0,7,0,"female","DM"
"1997",4,2009,"exclosure",0,1,0,"female","DM"
"1998",4,2010,"control",0,7,0,"female","DM"
"1999",4,2010,"exclosure",0,1,0,"female","DM"
"2000",4,2013,"exclosure",0,1,0,"female","DM"
"2001",4,2014,"exclosure",0,2,0,"female","DM"
"2002",5,1988,"control",0,1,0,"female","DM"
"2003",5,1988,"exclosure",0,1,0,"female","DM"
"2004",5,1989,"control",0,3,0,"female","DM"
"2005",5,1990,"control",0,1,0,"female","DM"
"2006",5,1994,"exclosure",0,1,0,"female","DM"
"2007",5,1999,"control",0,6,0,"female","DM"
"2008",5,1999,"exclosure",0,1,0,"female","DM"
"2009",5,2006,"exclosure",0,1,0,"female","DM"
"2010",5,2007,"exclosure",0,1,0,"female","DM"
"2011",5,2009,"exclosure",0,1,0,"female","DM"
"2012",5,2013,"exclosure",0,1,0,"female","DM"
"2013",5,2014,"exclosure",0,1,0,"female","DM"
"2014",6,1988,"control",0,1,0,"female","DM"
"2015",6,1989,"control",0,3,0,"female","DM"
"2016",6,1990,"control",0,4,0,"female","DM"
"2017",6,1991,"exclosure",0,1,0,"female","DM"
"2018",6,1993,"control",0,6,0,"female","DM"
"2019",6,1995,"exclosure",0,1,0,"female","DM"
"2020",6,1996,"exclosure",0,2,0,"female","DM"
"2021",6,1999,"exclosure",0,1,0,"female","DM"
"2022",6,2000,"control",0,2,0,"female","DM"
"2023",6,2002,"exclosure",0,1,0,"female","DM"
"2024",6,2008,"exclosure",0,1,0,"female","DM"
"2025",6,2009,"exclosure",0,1,0,"female","DM"
"2026",6,2014,"exclosure",0,2,0,"female","DM"
"2027",7,1988,"control",0,1,0,"female","DM"
"2028",7,1989,"control",0,4,0,"female","DM"
"2029",7,1989,"exclosure",0,1,0,"female","DM"
"2030",7,1990,"control",0,6,0,"female","DM"
"2031",7,1991,"control",0,2,0,"female","DM"
"2032",7,1993,"control",0,2,0,"female","DM"
"2033",7,1996,"exclosure",0,1,0,"female","DM"
"2034",7,2000,"control",0,1,0,"female","DM"
"2035",7,2002,"exclosure",0,1,0,"female","DM"
"2036",7,2003,"exclosure",0,1,0,"female","DM"
"2037",7,2009,"exclosure",0,1,0,"female","DM"
"2038",8,1988,"control",0,3,0,"female","DM"
"2039",8,1996,"exclosure",0,1,0,"female","DM"
"2040",8,2003,"exclosure",0,3,0,"female","DM"
"2041",8,2004,"exclosure",0,2,0,"female","DM"
"2042",8,2005,"control",0,5,0,"female","DM"
"2043",8,2008,"control",0,8,0,"female","DM"
"2044",8,2009,"control",0,8,0,"female","DM"
"2045",8,2014,"exclosure",0,1,0,"female","DM"
"2046",9,1991,"control",0,5,0,"female","DM"
"2047",9,1992,"control",0,2,0,"female","DM"
"2048",9,1993,"control",0,3,0,"female","DM"
"2049",9,1994,"control",0,3,0,"female","DM"
"2050",9,1996,"exclosure",0,1,0,"female","DM"
"2051",9,1997,"control",0,9,0,"female","DM"
"2052",9,1998,"control",0,1,0,"female","DM"
"2053",9,2000,"control",0,3,0,"female","DM"
"2054",9,2002,"exclosure",0,1,0,"female","DM"
"2055",9,2003,"exclosure",0,1,0,"female","DM"
"2056",9,2004,"exclosure",0,1,0,"female","DM"
"2057",9,2007,"control",0,8,0,"female","DM"
"2058",9,2008,"control",0,8,0,"female","DM"
"2059",9,2009,"control",0,5,0,"female","DM"
"2060",9,2009,"exclosure",0,1,0,"female","DM"
"2061",10,1989,"control",0,3,0,"female","DM"
"2062",10,1992,"control",0,5,0,"female","DM"
"2063",10,1996,"exclosure",0,1,0,"female","DM"
"2064",10,1997,"control",0,13,0,"female","DM"
"2065",10,1998,"control",0,2,0,"female","DM"
"2066",10,2000,"control",0,3,0,"female","DM"
"2067",10,2002,"exclosure",0,1,0,"female","DM"
"2068",10,2003,"control",0,8,0,"female","DM"
"2069",10,2003,"exclosure",0,2,0,"female","DM"
"2070",10,2004,"exclosure",0,1,0,"female","DM"
"2071",10,2007,"control",0,14,0,"female","DM"
"2072",10,2007,"exclosure",0,1,0,"female","DM"
"2073",10,2008,"control",0,8,0,"female","DM"
"2074",10,2009,"control",0,5,0,"female","DM"
"2075",10,2009,"exclosure",0,1,0,"female","DM"
"2076",10,2012,"exclosure",0,1,0,"female","DM"
"2077",11,1988,"control",0,3,0,"female","DM"
"2078",11,1990,"control",0,2,0,"female","DM"
"2079",11,1993,"control",0,3,0,"female","DM"
"2080",11,1997,"control",0,14,0,"female","DM"
"2081",11,1998,"control",0,6,0,"female","DM"
"2082",11,2000,"control",0,7,0,"female","DM"
"2083",11,2001,"exclosure",0,1,0,"female","DM"
"2084",11,2003,"control",0,5,0,"female","DM"
"2085",11,2003,"exclosure",0,2,0,"female","DM"
"2086",11,2005,"control",0,10,0,"female","DM"
"2087",11,2007,"control",0,12,0,"female","DM"
"2088",11,2007,"exclosure",0,1,0,"female","DM"
"2089",11,2008,"control",0,10,0,"female","DM"
"2090",11,2009,"control",0,4,0,"female","DM"
"2091",11,2009,"exclosure",0,1,0,"female","DM"
"2092",11,2012,"control",0,26,0,"female","DM"
"2093",11,2012,"exclosure",0,1,0,"female","DM"
"2094",12,1988,"control",0,2,0,"female","DM"
"2095",12,1989,"control",0,1,0,"female","DM"
"2096",12,1991,"control",0,4,0,"female","DM"
"2097",12,1991,"exclosure",0,1,0,"female","DM"
"2098",12,1992,"control",0,4,0,"female","DM"
"2099",12,1993,"control",0,4,0,"female","DM"
"2100",12,1994,"control",0,6,0,"female","DM"
"2101",12,1997,"control",0,15,0,"female","DM"
"2102",12,1998,"control",0,2,0,"female","DM"
"2103",12,1998,"exclosure",0,1,0,"female","DM"
"2104",12,2000,"control",0,4,0,"female","DM"
"2105",12,2003,"control",0,10,0,"female","DM"
"2106",12,2003,"exclosure",0,2,0,"female","DM"
"2107",12,2007,"control",0,13,0,"female","DM"
"2108",12,2007,"exclosure",0,1,0,"female","DM"
"2109",12,2008,"control",0,11,0,"female","DM"
"2110",12,2009,"control",0,6,0,"female","DM"
